icdcode,description1,description2
9362,Anticonvulsants and anti-Parkinsonism drugs,Succinimides
9363,Anticonvulsants and anti-Parkinsonism drugs,Other and unspecified anticonvulsants
9364,Anticonvulsants and anti-Parkinsonism drugs,Anti-Parkinsonism drugs
9370,Sedatives and hypnotics,Barbiturates
9371,Sedatives and hypnotics,Chloral hydrate group
9372,Sedatives and hypnotics,Paraldehyde
9373,Sedatives and hypnotics,Bromine compounds
9374,Sedatives and hypnotics,Methaqualone compounds
9375,Sedatives and hypnotics,Glutethimide group
9376,Sedatives and hypnotics,"Mixed sedatives, not elsewhere classified"
9378,Sedatives and hypnotics,Other
9379,Sedatives and hypnotics,Unspecified
9380,Other central nervous system depressants,Central nervous system muscle-tone depressants
9381,Other central nervous system depressants,Halothane
9382,Other central nervous system depressants,Other gaseous anaesthetics
9383,Other central nervous system depressants,Intravenous anaesthetics
9384,Other central nervous system depressants,Other and unspecified general anaesthetics
9385,Other central nervous system depressants,Surface and infiltration anaesthetics
9386,Other central nervous system depressants,Peripheral nerve- and plexus-blocking anaesthetics
9387,Other central nervous system depressants,Spinal anaesthetics
9389,Other central nervous system depressants,Other and unspecified local anaesthetics
9390,Psychotropic agents,Antidepressants
9391,Psychotropic agents,Phenothiazine-based tranquillizers
9392,Psychotropic agents,Butyrophenone-based tranquillizers
9393,Psychotropic agents,"Other antipsychotics, neuroleptics and major tranquillizers"
9394,Psychotropic agents,Benzodiazepine-based tranquillizers
9395,Psychotropic agents,Other tranquillizers
9396,Psychotropic agents,Psychodysleptics [hallucinogens]
9397,Psychotropic agents,Psychostimulants
9398,Psychotropic agents,Other psychotropic agents
9399,Psychotropic agents,Unspecified
9400,Central nervous system stimulants,Analeptics
9401,Central nervous system stimulants,Opiate antagonists
9408,Central nervous system stimulants,Other
9409,Central nervous system stimulants,Unspecified
9410,Drugs primarily affecting the autonomic nervous system,Parasympathomimetics [cholinergics]
9411,Drugs primarily affecting the autonomic nervous system,Parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics
9412,Drugs primarily affecting the autonomic nervous system,Sympathomimetics [adrenergics]
9413,Drugs primarily affecting the autonomic nervous system,Sympatholytics [antiadrenergics]
9419,Drugs primarily affecting the autonomic nervous system,Unspecified
9420,Agents primarily affecting the cardiovascular system,Cardiac rhythm regulators
9421,Agents primarily affecting the cardiovascular system,Cardiotonic glycosides and drugs of similar action
9422,Agents primarily affecting the cardiovascular system,Antilipaemic and antiarteriosclerotic drugs
9423,Agents primarily affecting the cardiovascular system,Ganglion-blocking agents
9424,Agents primarily affecting the cardiovascular system,Coronary vasodilators
9425,Agents primarily affecting the cardiovascular system,Other vasodilators
9426,Agents primarily affecting the cardiovascular system,Other antihypertensive agents
9427,Agents primarily affecting the cardiovascular system,"Antivaricose drugs, including sclerosing agents"
9428,Agents primarily affecting the cardiovascular system,Capillary-active drugs
9429,Agents primarily affecting the cardiovascular system,Other and unspecified
9430,Agents primarily affecting gastrointestinal system,Antacids and anti-gastric-secretion drugs
9431,Agents primarily affecting gastrointestinal system,Irritant cathartics
9432,Agents primarily affecting gastrointestinal system,Emollient cathartics
9433,Agents primarily affecting gastrointestinal system,"Other cathartics, including intestinal atonia drugs"
9434,Agents primarily affecting gastrointestinal system,Digestants
9435,Agents primarily affecting gastrointestinal system,Antidiarrhoeal drugs
9436,Agents primarily affecting gastrointestinal system,Emetics
9438,Agents primarily affecting gastrointestinal system,Other
9439,Agents primarily affecting gastrointestinal system,Unspecified
9440,"Water, mineral and uric acid metabolism drugs",Mercurial diuretics
9441,"Water, mineral and uric acid metabolism drugs",Purine derivative diuretics
9442,"Water, mineral and uric acid metabolism drugs",Carbonic acid anhydrase inhibitors
9443,"Water, mineral and uric acid metabolism drugs",Saluretics
9444,"Water, mineral and uric acid metabolism drugs",Other diuretics
9445,"Water, mineral and uric acid metabolism drugs","Electrolytic, caloric and water-balance agents"
9446,"Water, mineral and uric acid metabolism drugs","Other mineral salts, not elsewhere classified"
9447,"Water, mineral and uric acid metabolism drugs",Uric acid metabolism drugs
9450,Agents primarily acting on the smooth and skeletal muscles and respiratory system,Oxytocic agents
9451,Agents primarily acting on the smooth and skeletal muscles and respiratory system,Smooth muscle relaxants
9452,Agents primarily acting on the smooth and skeletal muscles and respiratory system,Skeletal muscle relaxants
9453,Agents primarily acting on the smooth and skeletal muscles and respiratory system,Other and unspecified drugs acting on muscles
9454,Agents primarily acting on the smooth and skeletal muscles and respiratory system,Antitussives
9455,Agents primarily acting on the smooth and skeletal muscles and respiratory system,Expectorants
9456,Agents primarily acting on the smooth and skeletal muscles and respiratory system,Anti-common-cold drugs
9457,Agents primarily acting on the smooth and skeletal muscles and respiratory system,Antiasthmatics
9458,Agents primarily acting on the smooth and skeletal muscles and respiratory system,Other and unspecified respiratory drugs
9460,"Agents primarily affecting skin or mucous membrane,ophthalmological, otorhinolaryngological and dental drugs",Local anti-infectives and anti-inflammatory drugs
9461,"Agents primarily affecting skin or mucous membrane,ophthalmological, otorhinolaryngological and dental drugs",Antipruritics
9462,"Agents primarily affecting skin or mucous membrane,ophthalmological, otorhinolaryngological and dental drugs",Local astringents and local detergents
9463,"Agents primarily affecting skin or mucous membrane,ophthalmological, otorhinolaryngological and dental drugs","Emollients, demulcents and protectants"
9464,"Agents primarily affecting skin or mucous membrane,ophthalmological, otorhinolaryngological and dental drugs","Keratolytics, keratoplastics, other hair treatment drugs and preparations"
9465,"Agents primarily affecting skin or mucous membrane,ophthalmological, otorhinolaryngological and dental drugs",Eye anti-infectives and other eye drugs
9466,"Agents primarily affecting skin or mucous membrane,ophthalmological, otorhinolaryngological and dental drugs","Anti-infective and other drugs and preparations for ear, nose and throat"
9467,"Agents primarily affecting skin or mucous membrane,ophthalmological, otorhinolaryngological and dental drugs",Dental drugs topically applied
9468,"Agents primarily affecting skin or mucous membrane,ophthalmological, otorhinolaryngological and dental drugs",Other
9469,"Agents primarily affecting skin or mucous membrane,ophthalmological, otorhinolaryngological and dental drugs",Unspecified
9470,Other and unspecified drugs and medicaments,Dietetics
9471,Other and unspecified drugs and medicaments,Lipotropic drugs
