icd_version,cause,cause_description,harmonized_category,harmonized_category_name,classification_confidence
ICD-9c (1994-2000),2298,Benign neoplasm of other and unspecified sites - Other specified sites,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2299,Benign neoplasm of other and unspecified sites - Site unspecified,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2301,Carcinoma in situ of digestive organs - Oesophagus,digestive,Diseases of the Digestive System,high
ICD-9c (1994-2000),2302,Carcinoma in situ of digestive organs - Stomach,digestive,Diseases of the Digestive System,high
ICD-9c (1994-2000),2323,Carcinoma in situ of skin - Skin of other and unspecified parts of face,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2329,Carcinoma in situ of skin - Site unspecified,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2337,Carcinoma in situ of breast and genitourinary system - Bladder,genitourinary,Diseases of the Genitourinary System,high
ICD-9c (1994-2000),2352,"Neoplasm of uncertain behaviour of digestive and respiratory systems - Stomach, intestines and rectum",digestive,Diseases of the Digestive System,high
ICD-9c (1994-2000),2353,Neoplasm of uncertain behaviour of digestive and respiratory systems - Liver and biliary passages,digestive,Diseases of the Digestive System,high
ICD-9c (1994-2000),2354,Neoplasm of uncertain behaviour of digestive and respiratory systems - Retroperitoneum and peritoneum,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2355,Neoplasm of uncertain behaviour of digestive and respiratory systems - Other and unspecified digestive organs,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2356,Neoplasm of uncertain behaviour of digestive and respiratory systems - Larynx,respiratory,Diseases of the Respiratory System,high
ICD-9c (1994-2000),2357,"Neoplasm of uncertain behaviour of digestive and respiratory systems - Trachea, bronchus and lung",respiratory,Diseases of the Respiratory System,high
ICD-9c (1994-2000),2358,"Neoplasm of uncertain behaviour of digestive and respiratory systems - Pleura, thymus and mediastinum",neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2360,Neoplasm of uncertain behaviour of genitourinary organs - Uterus,genitourinary,Diseases of the Genitourinary System,high
ICD-9c (1994-2000),2362,Neoplasm of uncertain behaviour of genitourinary organs - Ovary,genitourinary,Diseases of the Genitourinary System,high
ICD-9c (1994-2000),2364,Neoplasm of uncertain behaviour of genitourinary organs - Testis,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2366,Neoplasm of uncertain behaviour of genitourinary organs - Other and unspecified male genital organs,genitourinary,Diseases of the Genitourinary System,high
ICD-9c (1994-2000),2367,Neoplasm of uncertain behaviour of genitourinary organs - Bladder,genitourinary,Diseases of the Genitourinary System,high
ICD-9c (1994-2000),2369,Neoplasm of uncertain behaviour of genitourinary organs - Other and unspecified urinary organs,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2370,Neoplasm of uncertain behaviour of endocrine glands and nervous system - Pituitary gland and craniopharyngeal duct,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2371,Neoplasm of uncertain behaviour of endocrine glands and nervous system - Pineal gland,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2373,Neoplasm of uncertain behaviour of endocrine glands and nervous system - Paraganglia,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2374,Neoplasm of uncertain behaviour of endocrine glands and nervous system - Other and unspecified endocrine glands,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2375,Neoplasm of uncertain behaviour of endocrine glands and nervous system - Brain and spinal cord,nervous_system,Diseases of the Nervous System,high
ICD-9c (1994-2000),2376,Neoplasm of uncertain behaviour of endocrine glands and nervous system - Meninges,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2377,Neoplasm of uncertain behaviour of endocrine glands and nervous system - Neurofibromatosis,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2379,Neoplasm of uncertain behaviour of endocrine glands and nervous system - Other and unspecified parts of nervous system,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2380,Neoplasm of uncertain behaviour of other and unspecified sites and tissues - Bone and articular cartilage,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2381,Neoplasm of uncertain behaviour of other and unspecified sites and tissues - Connective and other soft tissue,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2383,Neoplasm of uncertain behaviour of other and unspecified sites and tissues - Breast,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2384,Neoplasm of uncertain behaviour of other and unspecified sites and tissues - Polycythaemia vera,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2386,Neoplasm of uncertain behaviour of other and unspecified sites and tissues - Plasma cells,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2387,Neoplasm of uncertain behaviour of other and unspecified sites and tissues - Other lymphatic and haematopoietic tissues,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2388,Neoplasm of uncertain behaviour of other and unspecified sites and tissues - Other specified sites,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2389,Neoplasm of uncertain behaviour of other and unspecified sites and tissues - Site unspecified,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2390,Neoplasm of unspecified nature - Digestive system,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2391,Neoplasm of unspecified nature - Respiratory system,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2392,"Neoplasm of unspecified nature - Bone, soft tissue and skin",neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2393,Neoplasm of unspecified nature - Breast,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2394,Neoplasm of unspecified nature - Bladder,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2395,Neoplasm of unspecified nature - Other genitourinary organs,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2396,Neoplasm of unspecified nature - Brain,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2397,"Neoplasm of unspecified nature - Endocrine glands, and other parts of nervous system",neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2398,Neoplasm of unspecified nature - Other specified sites,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2399,Neoplasm of unspecified nature - Site unspecified,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2409,"Simple and unspecified goitre - Goitre, unspecified",endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2410,Nontoxic nodular goitre - Nontoxic uninodular goitre,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2411,Nontoxic nodular goitre - Nontoxic multinodular goitre,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2419,Nontoxic nodular goitre - Unspecified,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2420,Thyrotoxicosis with or without goitre - Toxic diffuse goitre,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2422,Thyrotoxicosis with or without goitre - Toxic multinodular goitre,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2423,"Thyrotoxicosis with or without goitre - Toxic nodular goitre, unspecified",endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2429,Thyrotoxicosis with or without goitre - Thyrotoxicosis without mention of goitre or other cause,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2430,Congenital hypothyroidism - Congenital hypothyroidism,perinatal,Conditions Originating in Perinatal Period,high
ICD-9c (1994-2000),2440,Acquired hypothyroidism - Postsurgical hypothyroidism,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2449,Acquired hypothyroidism - Unspecified hypothyroidism,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2452,Thyroiditis - Chronic lymphocytic thyroiditis,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2459,Thyroiditis - Unspecified,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2462,Other disorders of thyroid - Cyst of thyroid,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2468,Other disorders of thyroid - Other,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2469,Other disorders of thyroid - Unspecified,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2500,Diabetes mellitus - Diabetes mellitus without mention of complication,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2501,Diabetes mellitus - Diabetes with ketoacidosis,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2502,Diabetes mellitus - Diabetes with coma,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2503,Diabetes mellitus - Diabetes with renal manifestations,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2504,Diabetes mellitus - Diabetes with ophthalmic manifestations,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2505,Diabetes mellitus - Diabetes with neurological manifestations,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2506,Diabetes mellitus - Diabetes with peripheral circulatory disorders,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2507,Diabetes mellitus - Diabetes with other specified manifestations,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2509,Diabetes mellitus - Diabetes with unspecified complications,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2510,Other disorders of pancreatic internal secretion - Hypoglycaemic coma,digestive,Diseases of the Digestive System,medium
ICD-9c (1994-2000),2511,Other disorders of pancreatic internal secretion - Other hyperinsulinism,digestive,Diseases of the Digestive System,medium
ICD-9c (1994-2000),2512,"Other disorders of pancreatic internal secretion - Hypoglycaemia, unspecified",digestive,Diseases of the Digestive System,medium
ICD-9c (1994-2000),2515,Other disorders of pancreatic internal secretion - Abnormality of secretion of gastrin,digestive,Diseases of the Digestive System,medium
ICD-9c (1994-2000),2518,Other disorders of pancreatic internal secretion - Other,digestive,Diseases of the Digestive System,medium
ICD-9c (1994-2000),2520,Disorders of parathyroid gland - Hyperparathyroidism,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2521,Disorders of parathyroid gland - Hypoparathyroidism,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2529,Disorders of parathyroid gland - Unspecified,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2530,Disorders of the pituitary gland and its hypothalamic control - Acromegaly and gigantism,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",high
ICD-9c (1994-2000),2531,Disorders of the pituitary gland and its hypothalamic control - Other anterior pituitary hyperfunction,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2532,Disorders of the pituitary gland and its hypothalamic control - Panhypopituitarism,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2533,Disorders of the pituitary gland and its hypothalamic control - Pituitary dwarfism,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2535,Disorders of the pituitary gland and its hypothalamic control - Diabetes insipidus,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",high
ICD-9c (1994-2000),2536,Disorders of the pituitary gland and its hypothalamic control - Other disorders of neurohypophysis,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2537,Disorders of the pituitary gland and its hypothalamic control - Iatrogenic pituitary disorders,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2538,Disorders of the pituitary gland and its hypothalamic control - Other disorders of the pituitary and other syndromes of diencephalohypophyseal origin,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2539,Disorders of the pituitary gland and its hypothalamic control - Unspecified,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2540,Diseases of thymus gland - Persistent hyperplasia of thymus,blood_immune,Blood and Immune System Disorders,medium
ICD-9c (1994-2000),2550,Disorders of adrenal glands - Cushing's syndrome,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2551,Disorders of adrenal glands - Hyperaldosteronism,genitourinary,Diseases of the Genitourinary System,medium
ICD-9c (1994-2000),2552,Disorders of adrenal glands - Adrenogenital disorders,genitourinary,Diseases of the Genitourinary System,high
ICD-9c (1994-2000),2553,Disorders of adrenal glands - Other corticoadrenal overactivity,genitourinary,Diseases of the Genitourinary System,medium
ICD-9c (1994-2000),2554,Disorders of adrenal glands - Corticoadrenal insufficiency,genitourinary,Diseases of the Genitourinary System,medium
ICD-9c (1994-2000),2558,Disorders of adrenal glands - Other,genitourinary,Diseases of the Genitourinary System,medium
ICD-9c (1994-2000),2559,Disorders of adrenal glands - Unspecified,genitourinary,Diseases of the Genitourinary System,medium
ICD-9c (1994-2000),2564,Ovarian dysfunction - Polycystic ovaries,other,Other and Unclassified,low
ICD-9c (1994-2000),2592,Other endocrine disorders - Carcinoid syndrome,other,Other and Unclassified,low
ICD-9c (1994-2000),2594,"Other endocrine disorders - Dwarfism, not elsewhere classified",other,Other and Unclassified,low
ICD-9c (1994-2000),2598,Other endocrine disorders - Other,other,Other and Unclassified,low
ICD-9c (1994-2000),2599,Other endocrine disorders - Unspecified,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
ICD-9c (1994-2000),2600,Kwashiorkor - Kwashiorkor,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2610,Nutritional marasmus - Nutritional marasmus,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2620,Other severe protein-calorie malnutrition - Other severe protein-calorie malnutrition,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2630,Other and unspecified protein-calorie malnutrition - Malnutrition of moderate degree,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2631,Other and unspecified protein-calorie malnutrition - Malnutrition of mild degree,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2639,Other and unspecified protein-calorie malnutrition - Unspecified,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2651,Thiamine and niacin deficiency states - Other and unspecified manifestations of thiamine deficiency,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
ICD-9c (1994-2000),2652,Thiamine and niacin deficiency states - Pellagra,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2662,Deficiency of B-complex components - Other B-complex deficiencies,other,Other and Unclassified,low
ICD-9c (1994-2000),2680,"Vitamin D deficiency - Rickets, active",endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),2681,"Vitamin D deficiency - Rickets, late effect",endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
