code,icd_version,harmonized_category,harmonized_category_name,classification_confidence,notes
3337,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other extrapyramidal disease and abnormal movement disorders - Symptomatic torsion dystonia
3338,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other extrapyramidal disease and abnormal movement disorders - Fragments of torsion dystonia
3339,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other extrapyramidal disease and abnormal movement disorders - Other and unspecified
3340,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Spinocerebellar disease - Friedreich's ataxia
3341,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Spinocerebellar disease - Hereditary spastic paraplegia
3342,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Spinocerebellar disease - Primary cerebellar degeneration
3343,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Spinocerebellar disease - Other cerebellar ataxia
3348,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Spinocerebellar disease - Other
3349,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Spinocerebellar disease - Unspecified
3350,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Anterior horn cell disease - Werdnig-Hoffmann disease
3352,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Anterior horn cell disease - Motor neurone disease
3359,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Anterior horn cell disease - Unspecified
3440,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other paralytic syndromes - Quadriplegia
3441,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other paralytic syndromes - Paraplegia
3442,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other paralytic syndromes - Diplegia of upper limbs
3443,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other paralytic syndromes - Monoplegia of lower limb
3445,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other paralytic syndromes - Unspecified monoplegia
3446,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other paralytic syndromes - Cauda equina syndrome
3448,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other paralytic syndromes - Other
3449,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other paralytic syndromes - Unspecified
3470,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Cataplexy and narcolepsy - Cataplexy and narcolepsy
3508,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Trigeminal nerve disorders - Other
3510,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Facial nerve disorders - Bell's palsy
3519,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Facial nerve disorders - Unspecified
3526,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of other cranial nerves - Multiple cranial nerve palsies
3529,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Disorders of other cranial nerves - Unspecified
3531,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Nerve root and plexus disorders - Lumbosacral plexus lesions
3560,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Hereditary and idiopathic peripheral neuropathy - Hereditary peripheral neuropathy
3562,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Hereditary and idiopathic peripheral neuropathy - Hereditary sensory neuropathy
3563,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Hereditary and idiopathic peripheral neuropathy - Refsum's disease
3564,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Hereditary and idiopathic peripheral neuropathy - Idiopathic progressive polyneuropathy
3568,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Hereditary and idiopathic peripheral neuropathy - Other
3569,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Hereditary and idiopathic peripheral neuropathy - Unspecified
3580,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Myoneural disorders - Myasthenia gravis
3588,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Myoneural disorders - Other
3589,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Myoneural disorders - Unspecified
3600,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of the globe - Purulent endophthalmitis
3619,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Retinal detachments and defects - Unspecified
3625,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other retinal disorders - Degeneration of macula and posterior pole
3627,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other retinal disorders - Hereditary retinal dystrophies
3632,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Chorioretinal inflammations and scars and other disorders of choroid - Other and unspecified forms of chorioretinitis and retinochoroiditis
3723,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Disorders of conjunctiva - Other and unspecified conjunctivitis
3760,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of the orbit - Acute inflammation of orbit
3860,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Vertiginous syndromes and other disorders of vestibular system - Meniere's disease
3863,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Vertiginous syndromes and other disorders of vestibular system - Labyrinthitis
3940,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of mitral valve - Mitral stenosis
3942,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of mitral valve - Mitral stenosis with insufficiency
3949,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Diseases of mitral valve - Other and unspecified diseases of mitral valve
3959,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Diseases of aortic valve - Other and unspecified
3960,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of mitral and aortic valves - Diseases of mitral and aortic valves
4251,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Cardiomyopathy - Hypertrophic obstructive cardiomyopathy
4254,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Cardiomyopathy - Other primary cardiomyopathies
4258,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Cardiomyopathy - Cardiomyopathy in other diseases classified elsewhere
4259,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Cardiomyopathy - Secondary cardiomyopathy, unspecified"
4260,ICD-9c (1994-2000),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Conduction disorders - Atrioventricular block, complete"
4261,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Conduction disorders - Atrioventricular block, other and unspecified"
4263,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Conduction disorders - Other left bundle branch block
4264,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Conduction disorders - Right bundle branch block
4265,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Conduction disorders - Bundle branch block, unspecified"
4267,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Conduction disorders - Anomalous atrioventricular excitation
4268,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Conduction disorders - Other
4269,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Conduction disorders - Unspecified
4299,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Ill-defined descriptions and complications of heart disease - Unspecified
4460,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Polyarteritis nodosa and allied conditions - Polyarteritis nodosa
4461,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Polyarteritis nodosa and allied conditions - Acute febrile mucocutaneous lymphnode syndrome [MCLS]
4462,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Polyarteritis nodosa and allied conditions - Hypersensitivity angiitis
4463,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Polyarteritis nodosa and allied conditions - Lethal midline granuloma
4464,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Polyarteritis nodosa and allied conditions - Wegener's granulomatosis
4465,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Polyarteritis nodosa and allied conditions - Giant cell arteritis
4466,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Polyarteritis nodosa and allied conditions - Thrombotic microangiopathy
4467,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Polyarteritis nodosa and allied conditions - Takayasu disease
4470,ICD-9c (1994-2000),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Other disorders of arteries and arterioles - Arteriovenous fistula, acquired"
4476,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Other disorders of arteries and arterioles - Arteritis, unspecified"
4478,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other disorders of arteries and arterioles - Other
4479,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other disorders of arteries and arterioles - Unspecified
4480,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of capillaries - Hereditary haemorrhagic telangiectasia
4489,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Diseases of capillaries - Other and unspecified
4556,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Haemorrhoids - Unspecified haemorrhoids, without mention of complication"
4558,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Haemorrhoids - Unspecified haemorrhoids with other complication
4571,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Noninfective disorders of lymphatic channels - Other lymphoedema
4572,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Noninfective disorders of lymphatic channels - Lymphangitis
4578,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Noninfective disorders of lymphatic channels - Other noninfective disorders of lymphatic channels
4580,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Hypotension - Orthostatic hypotension
4589,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Hypotension - Unspecified
4592,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other disorders of circulatory system - Compression of vein
4598,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other disorders of circulatory system - Other
4599,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other disorders of circulatory system - Other disorders of circulatory system unspecified
4600,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Acute nasopharyngitis [common cold] - Acute nasopharyngitis [common cold]
4619,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Acute sinusitis - Unspecified
4620,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Acute pharyngitis - Acute pharyngitis
4719,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Nasal polyps - Unspecified
4730,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Chronic sinusitis - Maxillary
4731,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Chronic sinusitis - Frontal
4732,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Chronic sinusitis - Ethmoidal
4733,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Chronic sinusitis - Sphenoidal
4738,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Chronic sinusitis - Other
4739,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Chronic sinusitis - Unspecified
