code,description
9271,"Accidents caused by bites and stings of venomous animals and insects - Farm (including buildings and land under cultivation, but excluding farm home and home premises)"
9272,Accidents caused by bites and stings of venomous animals and insects - Mine and quarry
9274,Accidents caused by bites and stings of venomous animals and insects - Place for recreation and sport
9257,Accidental mechanical suffocation in other and unspecified circumstances - Resident institution
9275,Accidents caused by bites and stings of venomous animals and insects - Street and highway
9276,Accidents caused by bites and stings of venomous animals and insects - Public building
9277,Accidents caused by bites and stings of venomous animals and insects - Resident institution
9278,Accidents caused by bites and stings of venomous animals and insects - Other specified places
9279,Accidents caused by bites and stings of venomous animals and insects - Place not specified
9283,Other accidents caused by animals - Industrial place and premises
9284,Other accidents caused by animals - Place for recreation and sport
9285,Other accidents caused by animals - Street and highway
9286,Other accidents caused by animals - Public building
9287,Other accidents caused by animals - Resident institution
9256,Accidental mechanical suffocation in other and unspecified circumstances - Public building
9224,Inhalation and ingestion of other object causing obstruction or suffocation - Place for recreation and sport
9225,Inhalation and ingestion of other object causing obstruction or suffocation - Street and highway
9226,Inhalation and ingestion of other object causing obstruction or suffocation - Public building
9227,Inhalation and ingestion of other object causing obstruction or suffocation - Resident institution
9233,Foreign body entering other orifice - Industrial place and premises
9234,Foreign body entering other orifice - Place for recreation and sport
9235,Foreign body entering other orifice - Street and highway
9236,Foreign body entering other orifice - Public building
9237,Foreign body entering other orifice - Resident institution
9255,Accidental mechanical suffocation in other and unspecified circumstances - Street and highway
9242,Accidental mechanical suffocation in bed and cradle - Mine and quarry
9243,Accidental mechanical suffocation in bed and cradle - Industrial place and premises
9244,Accidental mechanical suffocation in bed and cradle - Place for recreation and sport
9245,Accidental mechanical suffocation in bed and cradle - Street and highway
9246,Accidental mechanical suffocation in bed and cradle - Public building
9247,Accidental mechanical suffocation in bed and cradle - Resident institution
9253,Accidental mechanical suffocation in other and unspecified circumstances - Industrial place and premises
9254,Accidental mechanical suffocation in other and unspecified circumstances - Place for recreation and sport
7897,Abnormal urinary constituents of unspecified cause - Acetonuria
7898,Abnormal urinary constituents of unspecified cause - Other
8779,"Accidental poisoning by belladonna, hyoscine and atropine - Place not specified"
7375,Ankylosis of joint - Of hip
7376,Ankylosis of joint - Of knee
7377,Ankylosis of joint - Of ankle
7645,Diarrhoea of newborn - With immaturity
7655,Ophthalmia neonatorum - With immaturity
7665,Pemphigus neonatorum - With immaturity
7696,"Neonatal disorders arising from certain diseases of the mother during pregnancy - Attributed to maternal diabetes, with immaturity"
7697,"Neonatal disorders arising from certain diseases of the mother during pregnancy - Attributed to maternal rubella, with immaturity"
7698,"Neonatal disorders arising from certain diseases of the mother during pregnancy - Attributed to toxoplasmosis, with immaturity"
8337,"Other motor vehicle non-traffic accident involving two or more motor vehicles - Accident involving motor bus(es), but no other motor vehicle"
8347,"Motor vehicle non-traffic accident while boarding and alighting - Accident involving motor bus(es), but no other motor vehicle"
8357,"Motor vehicle non-traffic accident of other and unspecified nature - Accident involving motor bus(es), but no other motor vehicle"
8753,Accidental poisoning by sulfonamides - Industrial place and premises
8754,Accidental poisoning by sulfonamides - Place for recreation and sport
8755,Accidental poisoning by sulfonamides - Street and highway
8756,Accidental poisoning by sulfonamides - Public building
8757,Accidental poisoning by sulfonamides - Resident institution
8747,Accidental poisoning by other analgesic and soporific drugs - Resident institution
8766,Accidental poisoning by strychnine - Public building
8767,Accidental poisoning by strychnine - Resident institution
8771,"Accidental poisoning by belladonna, hyoscine and atropine - Farm (including buildings and land under cultivation, but excluding farm home and home premises)"
8772,"Accidental poisoning by belladonna, hyoscine and atropine - Mine and quarry"
8773,"Accidental poisoning by belladonna, hyoscine and atropine - Industrial place and premises"
8774,"Accidental poisoning by belladonna, hyoscine and atropine - Place for recreation and sport"
8775,"Accidental poisoning by belladonna, hyoscine and atropine - Street and highway"
8776,"Accidental poisoning by belladonna, hyoscine and atropine - Public building"
8777,"Accidental poisoning by belladonna, hyoscine and atropine - Resident institution"
8778,"Accidental poisoning by belladonna, hyoscine and atropine - Other specified places"
8746,Accidental poisoning by other analgesic and soporific drugs - Public building
8727,Accidental poisoning by aspirin and salicylates - Resident institution
8737,Accidental poisoning by bromides - Resident institution
8327,"Motor vehicle non-traffic accident to rider or passenger of motorcycle - Accident involving motor bus(es), but no other motor vehicle"
8307,"Motor vehicle non-traffic accident to pedestrian - Accident involving motor bus(es), but no other motor vehicle"
8317,"Motor vehicle non-traffic accident to pedal cyclist - Accident involving motor bus(es), but no other motor vehicle"
0961,Other diseases attributable to viruses
0962,Other diseases attributable to viruses
0963,Other diseases attributable to viruses
0964,Other diseases attributable to viruses
0965,Other diseases attributable to viruses
0966,Other diseases attributable to viruses
0967,Other diseases attributable to viruses
0968,Other diseases attributable to viruses
0969,Other diseases attributable to viruses
0833,Late effects of acute infectious encephalitis
0211,Early syphilis
0212,Early syphilis
0213,Early syphilis
0214,Early syphilis
0280,Latent syphilis
0281,Latent syphilis
0282,Latent syphilis
0290,"Syphilis, unqualified"
0182,Tuberculosis of other organs
0132,Late effects of tuberculosis of bones and joints
0133,Late effects of tuberculosis of bones and joints
0141,Tuberculosis of skin and subcutaneous cellular tissue
0142,Tuberculosis of skin and subcutaneous cellular tissue
0143,Tuberculosis of skin and subcutaneous cellular tissue
0644,Other bacterial diseases
0582,Plague
0590,Tularaemia
0602,Leprosy
0603,Leprosy
0641,Other bacterial diseases
0642,Other bacterial diseases
0643,Other bacterial diseases
0580,Plague
0711,Relapsing fever
0712,Relapsing fever
0801,Acute poliomyelitis
0802,Acute poliomyelitis
0803,Acute poliomyelitis
0581,Plague
0573,Meningococcal infections
0492,Food poisoning (infection and intoxication)
0453,Bacillary dysentery
0454,Bacillary dysentery
0572,Meningococcal infections
0533,Septicaemia and pyaemia
0534,Septicaemia and pyaemia
0561,Whooping cough
4811,"Influenza with other respiratory manifestations, and influenza unqualified"
72c,Other haemorrhagic conditions
73d,Other anaemias
73c,Hypochromic anaemias
73b,Other hyperchromic anaemias
73a,Pernicious anaemia
72b,Haemophilia
